File,Affine_0_X,Affine_0_Y,Affine_1_X,Affine_1_Y,Confidence,FTE,First_Eye_X,First_Eye_Y,FrameNumber,FrontalFace_X,FrontalFace_Y,FrontalFace_Width,FrontalFace_Height,Gender,Second_Eye_X,Second_Eye_Y,separator
/home/sherrardtr/Desktop/OpenQuery/genderAndAge/face.jpg,18.48,32.4,37.52,32.4,32761,false,104,161,0,56,92,181,181,Female,186,157,;
/home/sherrardtr/Desktop/OpenQuery/genderAndAge/face.jpg,18.48,32.4,37.52,32.4,32761,false,104,161,0,56,92,181,181,Female,186,157,;
