File,Affine_0_X,Affine_0_Y,Affine_1_X,Affine_1_Y,Confidence,FTE,First_Eye_X,First_Eye_Y,FrameNumber,FrontalFace_X,FrontalFace_Y,FrontalFace_Width,FrontalFace_Height,Gender,Second_Eye_X,Second_Eye_Y,separator
/home/sherrardtr/Desktop/OpenQuery/face.jpg,18.48,32.4,37.52,32.4,73984,false,112,123,0,0,0,272,272,Female,216,99,;
/home/sherrardtr/Desktop/OpenQuery/face.jpg,18.48,32.4,37.52,32.4,73984,false,112,123,0,0,0,272,272,Female,216,99,;
